id,carat,price,cut,cut_nom,clarity,clarity_nom,color,color_nom,diamond_shape,ring_setting,metal_quality,merchant_title,ring_title,ring_description,prod_name_raw,mrch_id,product_url,image_url,image_url2,image_url3,ring_metal,votes,local_merchant_flag,priority_score,merchant_city
4626,0.75,7824,Very Good,3,VVS1,6,D,7,Round,Pave,White Gold,Greenwich Jewelers,  Ritani Classic Pave Diamond Engagement Ring ,This timeless engagement ring features a four prong setting with a sparkling pave diamond band.  Suprise diamond details line the bottom of the crown.    Currently available in 18k white gold iwth 0.25 total weight diamonds at a price of $3010.  Price does not include center diamond.    Ritani engagement rings are available by special order in 14k or 18k gold palladium and platinum.       Please click below or call (212) 964-7592 to schedule an appointment with an engagement specialist.    Item number:  130-02299,  Ritani Classic Pave Diamond Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/ritani-classic-pave-diamond-engagement-ring,http://greenwich.blob.core.windows.net/media/images/4370cdea12b4447a9268cd4fbd70b6de-178x178.png,http://greenwich.blob.core.windows.net/media/images/5c398d58ab15432690dd2e153303054f-178x178.png,http://greenwich.blob.core.windows.net/media/images/90f28c2351ee44a6b233a3b6c742dc86-178x178.png,White Gold,1,1,1,3
4627,0.75,8824,Very Good,3,VVS1,6,D,7,Round,Pave,Platinum,Greenwich Jewelers,  Ritani Classic Pave Diamond Engagement Ring ,This timeless engagement ring features a four prong setting with a sparkling pave diamond band.  Suprise diamond details line the bottom of the crown.    Currently available in 18k white gold iwth 0.25 total weight diamonds at a price of $3010.  Price does not include center diamond.    Ritani engagement rings are available by special order in 14k or 18k gold palladium and platinum.       Please click below or call (212) 964-7592 to schedule an appointment with an engagement specialist.    Item number:  130-02299,  Ritani Classic Pave Diamond Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/ritani-classic-pave-diamond-engagement-ring,http://greenwich.blob.core.windows.net/media/images/4370cdea12b4447a9268cd4fbd70b6de-178x178.png,http://greenwich.blob.core.windows.net/media/images/5c398d58ab15432690dd2e153303054f-178x178.png,http://greenwich.blob.core.windows.net/media/images/90f28c2351ee44a6b233a3b6c742dc86-178x178.png,Platinum,1,1,1,3
4628,1,13078,Very Good,3,VVS1,6,D,7,Round,Solitaire,White Gold,Greenwich Jewelers,  Ritani Double Prong Solitaire Engagement Ring ,This classically beautiful engagement ring features a slightly tapered band and double prong details to accentuate the brilliance of the diamond.    Currently available in 18k white gold at a price of $545.  Price does not include center diamond.    Ritani engagement rings are available by special order in 14k or 18k gold palladium and platinum.       Please click below or call (212) 964-7592 to schedule an appointment with an engagement specialist.    Item number:  130-02318,  Ritani Double Prong Solitaire Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/ritani-double-prong-solitaire-engagement-ring,http://greenwich.blob.core.windows.net/media/images/0b53bf0eb20e4a82829cb532c77d3005-178x178.png,http://greenwich.blob.core.windows.net/media/images/c792ccecadd14794a750ad337d735ac4-178x178.png,http://greenwich.blob.core.windows.net/media/images/46507727147945a28bbe908ae5009a00-178x178.png,White Gold,1,1,1,3
4629,1,14078,Very Good,3,VVS1,6,D,7,Round,Solitaire,Platinum,Greenwich Jewelers,  Ritani Double Prong Solitaire Engagement Ring ,This classically beautiful engagement ring features a slightly tapered band and double prong details to accentuate the brilliance of the diamond.    Currently available in 18k white gold at a price of $545.  Price does not include center diamond.    Ritani engagement rings are available by special order in 14k or 18k gold palladium and platinum.       Please click below or call (212) 964-7592 to schedule an appointment with an engagement specialist.    Item number:  130-02318,  Ritani Double Prong Solitaire Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/ritani-double-prong-solitaire-engagement-ring,http://greenwich.blob.core.windows.net/media/images/0b53bf0eb20e4a82829cb532c77d3005-178x178.png,http://greenwich.blob.core.windows.net/media/images/c792ccecadd14794a750ad337d735ac4-178x178.png,http://greenwich.blob.core.windows.net/media/images/46507727147945a28bbe908ae5009a00-178x178.png,Platinum,1,1,1,3
4630,0.75,5359,Very Good,3,VVS1,6,D,7,Round,Solitaire,White Gold,Greenwich Jewelers,  Ritani Double Prong Solitaire Engagement Ring ,This classically beautiful engagement ring features a slightly tapered band and double prong details to accentuate the brilliance of the diamond.    Currently available in 18k white gold at a price of $545.  Price does not include center diamond.    Ritani engagement rings are available by special order in 14k or 18k gold palladium and platinum.       Please click below or call (212) 964-7592 to schedule an appointment with an engagement specialist.    Item number:  130-02318,  Ritani Double Prong Solitaire Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/ritani-double-prong-solitaire-engagement-ring,http://greenwich.blob.core.windows.net/media/images/0b53bf0eb20e4a82829cb532c77d3005-178x178.png,http://greenwich.blob.core.windows.net/media/images/c792ccecadd14794a750ad337d735ac4-178x178.png,http://greenwich.blob.core.windows.net/media/images/46507727147945a28bbe908ae5009a00-178x178.png,White Gold,1,1,1,3
4631,0.75,6359,Very Good,3,VVS1,6,D,7,Round,Solitaire,Platinum,Greenwich Jewelers,  Ritani Double Prong Solitaire Engagement Ring ,This classically beautiful engagement ring features a slightly tapered band and double prong details to accentuate the brilliance of the diamond.    Currently available in 18k white gold at a price of $545.  Price does not include center diamond.    Ritani engagement rings are available by special order in 14k or 18k gold palladium and platinum.       Please click below or call (212) 964-7592 to schedule an appointment with an engagement specialist.    Item number:  130-02318,  Ritani Double Prong Solitaire Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/ritani-double-prong-solitaire-engagement-ring,http://greenwich.blob.core.windows.net/media/images/0b53bf0eb20e4a82829cb532c77d3005-178x178.png,http://greenwich.blob.core.windows.net/media/images/c792ccecadd14794a750ad337d735ac4-178x178.png,http://greenwich.blob.core.windows.net/media/images/46507727147945a28bbe908ae5009a00-178x178.png,Platinum,1,1,1,3
4632,0.5,4024,Very Good,3,VS1,4,D,7,Round,Solitaire,White Gold,Greenwich Jewelers,  Mark Schneider Beloved Engagement Ring ,A classic with a twist this exquisite engagement ring features a four prong setting with a slightly tilted band.    Currently available in 14k white gold at a price of $1160.  Price does not include center diamond.    Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.    Item number:  130-01651  solitaire,  Mark Schneider Beloved Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-beloved-engagement-ring,http://greenwich.blob.core.windows.net/media/images/13fc05dbcaa24fa9aacdbd99391f4f1d-178x178.png,http://greenwich.blob.core.windows.net/media/images/47dd48da719f403faa451a0022eaa027-178x178.png,http://greenwich.blob.core.windows.net/media/images/8adab598e5b64aac93d148c161e2fd46-178x178.png,White Gold,1,1,1,3
4633,0.5,5024,Very Good,3,VS1,4,D,7,Round,Solitaire,Platinum,Greenwich Jewelers,  Mark Schneider Beloved Engagement Ring ,A classic with a twist this exquisite engagement ring features a four prong setting with a slightly tilted band.    Currently available in 14k white gold at a price of $1160.  Price does not include center diamond.    Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.    Item number:  130-01651  solitaire,  Mark Schneider Beloved Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-beloved-engagement-ring,http://greenwich.blob.core.windows.net/media/images/13fc05dbcaa24fa9aacdbd99391f4f1d-178x178.png,http://greenwich.blob.core.windows.net/media/images/47dd48da719f403faa451a0022eaa027-178x178.png,http://greenwich.blob.core.windows.net/media/images/8adab598e5b64aac93d148c161e2fd46-178x178.png,Platinum,1,1,1,3
4634,0.5,4047,Very Good,3,VVS1,6,D,7,Round,Solitaire,White Gold,Greenwich Jewelers,  Mark Schneider Beloved Engagement Ring ,A classic with a twist this exquisite engagement ring features a four prong setting with a slightly tilted band.    Currently available in 14k white gold at a price of $1160.  Price does not include center diamond.    Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.    Item number:  130-01651  solitaire,  Mark Schneider Beloved Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-beloved-engagement-ring,http://greenwich.blob.core.windows.net/media/images/13fc05dbcaa24fa9aacdbd99391f4f1d-178x178.png,http://greenwich.blob.core.windows.net/media/images/47dd48da719f403faa451a0022eaa027-178x178.png,http://greenwich.blob.core.windows.net/media/images/8adab598e5b64aac93d148c161e2fd46-178x178.png,White Gold,1,1,1,3
4635,0.5,5047,Very Good,3,VVS1,6,D,7,Round,Solitaire,Platinum,Greenwich Jewelers,  Mark Schneider Beloved Engagement Ring ,A classic with a twist this exquisite engagement ring features a four prong setting with a slightly tilted band.    Currently available in 14k white gold at a price of $1160.  Price does not include center diamond.    Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.    Item number:  130-01651  solitaire,  Mark Schneider Beloved Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-beloved-engagement-ring,http://greenwich.blob.core.windows.net/media/images/13fc05dbcaa24fa9aacdbd99391f4f1d-178x178.png,http://greenwich.blob.core.windows.net/media/images/47dd48da719f403faa451a0022eaa027-178x178.png,http://greenwich.blob.core.windows.net/media/images/8adab598e5b64aac93d148c161e2fd46-178x178.png,Platinum,1,1,1,3
4636,0.75,5389,Very Good,3,VS1,4,D,7,Round,Solitaire,White Gold,Greenwich Jewelers,  Mark Schneider Beloved Engagement Ring ,A classic with a twist this exquisite engagement ring features a four prong setting with a slightly tilted band.    Currently available in 14k white gold at a price of $1160.  Price does not include center diamond.    Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.    Item number:  130-01651  solitaire,  Mark Schneider Beloved Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-beloved-engagement-ring,http://greenwich.blob.core.windows.net/media/images/13fc05dbcaa24fa9aacdbd99391f4f1d-178x178.png,http://greenwich.blob.core.windows.net/media/images/47dd48da719f403faa451a0022eaa027-178x178.png,http://greenwich.blob.core.windows.net/media/images/8adab598e5b64aac93d148c161e2fd46-178x178.png,White Gold,1,1,1,3
4637,0.75,6389,Very Good,3,VS1,4,D,7,Round,Solitaire,Platinum,Greenwich Jewelers,  Mark Schneider Beloved Engagement Ring ,A classic with a twist this exquisite engagement ring features a four prong setting with a slightly tilted band.    Currently available in 14k white gold at a price of $1160.  Price does not include center diamond.    Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.    Item number:  130-01651  solitaire,  Mark Schneider Beloved Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-beloved-engagement-ring,http://greenwich.blob.core.windows.net/media/images/13fc05dbcaa24fa9aacdbd99391f4f1d-178x178.png,http://greenwich.blob.core.windows.net/media/images/47dd48da719f403faa451a0022eaa027-178x178.png,http://greenwich.blob.core.windows.net/media/images/8adab598e5b64aac93d148c161e2fd46-178x178.png,Platinum,1,1,1,3
4638,0.25,1757,Very Good,3,VS1,4,D,7,Round,Solitaire,White Gold,Greenwich Jewelers,  Mark Schneider Beloved Engagement Ring ,A classic with a twist this exquisite engagement ring features a four prong setting with a slightly tilted band.    Currently available in 14k white gold at a price of $1160.  Price does not include center diamond.    Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.    Item number:  130-01651  solitaire,  Mark Schneider Beloved Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-beloved-engagement-ring,http://greenwich.blob.core.windows.net/media/images/13fc05dbcaa24fa9aacdbd99391f4f1d-178x178.png,http://greenwich.blob.core.windows.net/media/images/47dd48da719f403faa451a0022eaa027-178x178.png,http://greenwich.blob.core.windows.net/media/images/8adab598e5b64aac93d148c161e2fd46-178x178.png,White Gold,1,1,1,3
4639,0.25,2757,Very Good,3,VS1,4,D,7,Round,Solitaire,Platinum,Greenwich Jewelers,  Mark Schneider Beloved Engagement Ring ,A classic with a twist this exquisite engagement ring features a four prong setting with a slightly tilted band.    Currently available in 14k white gold at a price of $1160.  Price does not include center diamond.    Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.    Item number:  130-01651  solitaire,  Mark Schneider Beloved Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-beloved-engagement-ring,http://greenwich.blob.core.windows.net/media/images/13fc05dbcaa24fa9aacdbd99391f4f1d-178x178.png,http://greenwich.blob.core.windows.net/media/images/47dd48da719f403faa451a0022eaa027-178x178.png,http://greenwich.blob.core.windows.net/media/images/8adab598e5b64aac93d148c161e2fd46-178x178.png,Platinum,1,1,1,3
4640,1,10669,Very Good,3,VS1,4,D,7,Round,Solitaire,White Gold,Greenwich Jewelers,  Mark Schneider Beloved Engagement Ring ,A classic with a twist this exquisite engagement ring features a four prong setting with a slightly tilted band.    Currently available in 14k white gold at a price of $1160.  Price does not include center diamond.    Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.    Item number:  130-01651  solitaire,  Mark Schneider Beloved Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-beloved-engagement-ring,http://greenwich.blob.core.windows.net/media/images/13fc05dbcaa24fa9aacdbd99391f4f1d-178x178.png,http://greenwich.blob.core.windows.net/media/images/47dd48da719f403faa451a0022eaa027-178x178.png,http://greenwich.blob.core.windows.net/media/images/8adab598e5b64aac93d148c161e2fd46-178x178.png,White Gold,1,1,1,3
4641,1,11669,Very Good,3,VS1,4,D,7,Round,Solitaire,Platinum,Greenwich Jewelers,  Mark Schneider Beloved Engagement Ring ,A classic with a twist this exquisite engagement ring features a four prong setting with a slightly tilted band.    Currently available in 14k white gold at a price of $1160.  Price does not include center diamond.    Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.    Item number:  130-01651  solitaire,  Mark Schneider Beloved Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-beloved-engagement-ring,http://greenwich.blob.core.windows.net/media/images/13fc05dbcaa24fa9aacdbd99391f4f1d-178x178.png,http://greenwich.blob.core.windows.net/media/images/47dd48da719f403faa451a0022eaa027-178x178.png,http://greenwich.blob.core.windows.net/media/images/8adab598e5b64aac93d148c161e2fd46-178x178.png,Platinum,1,1,1,3
4642,0.5,4449,Very Good,3,VS1,4,D,7,Round,Halo,White Gold,Greenwich Jewelers,  Artcarved Gossimer Engagement Ring ,Classically gorgeous with serene details this ring features a trio of round brilliant diamonds on either side of the main gem with satin-finish engraving on the band.    Currently available in 14k white gold with 0.20 total weight diamonds at a price of $1585.  Price does not include center diamond.    Artcarved engagement rings are also available by special order in 14k yellow gold 18k gold platinum and palladium.  All Artcarved rings come with a FOREVER Fit Warranty.     Item number: 130-01715,  Artcarved Gossimer Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/artcarved-gossimer-engagement-ring,http://greenwich.blob.core.windows.net/media/images/d31599db99f443f091b7e6d5ef519116-178x178.png,http://greenwich.blob.core.windows.net/media/images/1e6f2b2893894cfd8871ee8e681a8e21-178x178.png,http://greenwich.blob.core.windows.net/media/images/2f9c931fb8174afdadf44f62bed0d137-178x178.png,White Gold,1,1,1,3
4643,0.5,5449,Very Good,3,VS1,4,D,7,Round,Halo,Platinum,Greenwich Jewelers,  Artcarved Gossimer Engagement Ring ,Classically gorgeous with serene details this ring features a trio of round brilliant diamonds on either side of the main gem with satin-finish engraving on the band.    Currently available in 14k white gold with 0.20 total weight diamonds at a price of $1585.  Price does not include center diamond.    Artcarved engagement rings are also available by special order in 14k yellow gold 18k gold platinum and palladium.  All Artcarved rings come with a FOREVER Fit Warranty.     Item number: 130-01715,  Artcarved Gossimer Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/artcarved-gossimer-engagement-ring,http://greenwich.blob.core.windows.net/media/images/d31599db99f443f091b7e6d5ef519116-178x178.png,http://greenwich.blob.core.windows.net/media/images/1e6f2b2893894cfd8871ee8e681a8e21-178x178.png,http://greenwich.blob.core.windows.net/media/images/2f9c931fb8174afdadf44f62bed0d137-178x178.png,Platinum,1,1,1,3
4644,0.5,4472,Very Good,3,VVS1,6,D,7,Round,Halo,White Gold,Greenwich Jewelers,  Artcarved Gossimer Engagement Ring ,Classically gorgeous with serene details this ring features a trio of round brilliant diamonds on either side of the main gem with satin-finish engraving on the band.    Currently available in 14k white gold with 0.20 total weight diamonds at a price of $1585.  Price does not include center diamond.    Artcarved engagement rings are also available by special order in 14k yellow gold 18k gold platinum and palladium.  All Artcarved rings come with a FOREVER Fit Warranty.     Item number: 130-01715,  Artcarved Gossimer Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/artcarved-gossimer-engagement-ring,http://greenwich.blob.core.windows.net/media/images/d31599db99f443f091b7e6d5ef519116-178x178.png,http://greenwich.blob.core.windows.net/media/images/1e6f2b2893894cfd8871ee8e681a8e21-178x178.png,http://greenwich.blob.core.windows.net/media/images/2f9c931fb8174afdadf44f62bed0d137-178x178.png,White Gold,1,1,1,3
4645,0.5,5472,Very Good,3,VVS1,6,D,7,Round,Halo,Platinum,Greenwich Jewelers,  Artcarved Gossimer Engagement Ring ,Classically gorgeous with serene details this ring features a trio of round brilliant diamonds on either side of the main gem with satin-finish engraving on the band.    Currently available in 14k white gold with 0.20 total weight diamonds at a price of $1585.  Price does not include center diamond.    Artcarved engagement rings are also available by special order in 14k yellow gold 18k gold platinum and palladium.  All Artcarved rings come with a FOREVER Fit Warranty.     Item number: 130-01715,  Artcarved Gossimer Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/artcarved-gossimer-engagement-ring,http://greenwich.blob.core.windows.net/media/images/d31599db99f443f091b7e6d5ef519116-178x178.png,http://greenwich.blob.core.windows.net/media/images/1e6f2b2893894cfd8871ee8e681a8e21-178x178.png,http://greenwich.blob.core.windows.net/media/images/2f9c931fb8174afdadf44f62bed0d137-178x178.png,Platinum,1,1,1,3
4646,0.75,5814,Very Good,3,VS1,4,D,7,Round,Halo,White Gold,Greenwich Jewelers,  Artcarved Gossimer Engagement Ring ,Classically gorgeous with serene details this ring features a trio of round brilliant diamonds on either side of the main gem with satin-finish engraving on the band.    Currently available in 14k white gold with 0.20 total weight diamonds at a price of $1585.  Price does not include center diamond.    Artcarved engagement rings are also available by special order in 14k yellow gold 18k gold platinum and palladium.  All Artcarved rings come with a FOREVER Fit Warranty.     Item number: 130-01715,  Artcarved Gossimer Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/artcarved-gossimer-engagement-ring,http://greenwich.blob.core.windows.net/media/images/d31599db99f443f091b7e6d5ef519116-178x178.png,http://greenwich.blob.core.windows.net/media/images/1e6f2b2893894cfd8871ee8e681a8e21-178x178.png,http://greenwich.blob.core.windows.net/media/images/2f9c931fb8174afdadf44f62bed0d137-178x178.png,White Gold,1,1,1,3
4647,0.75,6814,Very Good,3,VS1,4,D,7,Round,Halo,Platinum,Greenwich Jewelers,  Artcarved Gossimer Engagement Ring ,Classically gorgeous with serene details this ring features a trio of round brilliant diamonds on either side of the main gem with satin-finish engraving on the band.    Currently available in 14k white gold with 0.20 total weight diamonds at a price of $1585.  Price does not include center diamond.    Artcarved engagement rings are also available by special order in 14k yellow gold 18k gold platinum and palladium.  All Artcarved rings come with a FOREVER Fit Warranty.     Item number: 130-01715,  Artcarved Gossimer Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/artcarved-gossimer-engagement-ring,http://greenwich.blob.core.windows.net/media/images/d31599db99f443f091b7e6d5ef519116-178x178.png,http://greenwich.blob.core.windows.net/media/images/1e6f2b2893894cfd8871ee8e681a8e21-178x178.png,http://greenwich.blob.core.windows.net/media/images/2f9c931fb8174afdadf44f62bed0d137-178x178.png,Platinum,1,1,1,3
4648,0.25,2182,Very Good,3,VS1,4,D,7,Round,Halo,White Gold,Greenwich Jewelers,  Artcarved Gossimer Engagement Ring ,Classically gorgeous with serene details this ring features a trio of round brilliant diamonds on either side of the main gem with satin-finish engraving on the band.    Currently available in 14k white gold with 0.20 total weight diamonds at a price of $1585.  Price does not include center diamond.    Artcarved engagement rings are also available by special order in 14k yellow gold 18k gold platinum and palladium.  All Artcarved rings come with a FOREVER Fit Warranty.     Item number: 130-01715,  Artcarved Gossimer Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/artcarved-gossimer-engagement-ring,http://greenwich.blob.core.windows.net/media/images/d31599db99f443f091b7e6d5ef519116-178x178.png,http://greenwich.blob.core.windows.net/media/images/1e6f2b2893894cfd8871ee8e681a8e21-178x178.png,http://greenwich.blob.core.windows.net/media/images/2f9c931fb8174afdadf44f62bed0d137-178x178.png,White Gold,1,1,1,3
4649,0.25,3182,Very Good,3,VS1,4,D,7,Round,Halo,Platinum,Greenwich Jewelers,  Artcarved Gossimer Engagement Ring ,Classically gorgeous with serene details this ring features a trio of round brilliant diamonds on either side of the main gem with satin-finish engraving on the band.    Currently available in 14k white gold with 0.20 total weight diamonds at a price of $1585.  Price does not include center diamond.    Artcarved engagement rings are also available by special order in 14k yellow gold 18k gold platinum and palladium.  All Artcarved rings come with a FOREVER Fit Warranty.     Item number: 130-01715,  Artcarved Gossimer Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/artcarved-gossimer-engagement-ring,http://greenwich.blob.core.windows.net/media/images/d31599db99f443f091b7e6d5ef519116-178x178.png,http://greenwich.blob.core.windows.net/media/images/1e6f2b2893894cfd8871ee8e681a8e21-178x178.png,http://greenwich.blob.core.windows.net/media/images/2f9c931fb8174afdadf44f62bed0d137-178x178.png,Platinum,1,1,1,3
4650,1,11094,Very Good,3,VS1,4,D,7,Round,Halo,White Gold,Greenwich Jewelers,  Artcarved Gossimer Engagement Ring ,Classically gorgeous with serene details this ring features a trio of round brilliant diamonds on either side of the main gem with satin-finish engraving on the band.    Currently available in 14k white gold with 0.20 total weight diamonds at a price of $1585.  Price does not include center diamond.    Artcarved engagement rings are also available by special order in 14k yellow gold 18k gold platinum and palladium.  All Artcarved rings come with a FOREVER Fit Warranty.     Item number: 130-01715,  Artcarved Gossimer Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/artcarved-gossimer-engagement-ring,http://greenwich.blob.core.windows.net/media/images/d31599db99f443f091b7e6d5ef519116-178x178.png,http://greenwich.blob.core.windows.net/media/images/1e6f2b2893894cfd8871ee8e681a8e21-178x178.png,http://greenwich.blob.core.windows.net/media/images/2f9c931fb8174afdadf44f62bed0d137-178x178.png,White Gold,1,1,1,3
4651,1,12094,Very Good,3,VS1,4,D,7,Round,Halo,Platinum,Greenwich Jewelers,  Artcarved Gossimer Engagement Ring ,Classically gorgeous with serene details this ring features a trio of round brilliant diamonds on either side of the main gem with satin-finish engraving on the band.    Currently available in 14k white gold with 0.20 total weight diamonds at a price of $1585.  Price does not include center diamond.    Artcarved engagement rings are also available by special order in 14k yellow gold 18k gold platinum and palladium.  All Artcarved rings come with a FOREVER Fit Warranty.     Item number: 130-01715,  Artcarved Gossimer Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/artcarved-gossimer-engagement-ring,http://greenwich.blob.core.windows.net/media/images/d31599db99f443f091b7e6d5ef519116-178x178.png,http://greenwich.blob.core.windows.net/media/images/1e6f2b2893894cfd8871ee8e681a8e21-178x178.png,http://greenwich.blob.core.windows.net/media/images/2f9c931fb8174afdadf44f62bed0d137-178x178.png,Platinum,1,1,1,3
4652,1,14118,Very Good,3,VVS1,6,D,7,Round,Halo,White Gold,Greenwich Jewelers,  Artcarved Gossimer Engagement Ring ,Classically gorgeous with serene details this ring features a trio of round brilliant diamonds on either side of the main gem with satin-finish engraving on the band.    Currently available in 14k white gold with 0.20 total weight diamonds at a price of $1585.  Price does not include center diamond.    Artcarved engagement rings are also available by special order in 14k yellow gold 18k gold platinum and palladium.  All Artcarved rings come with a FOREVER Fit Warranty.     Item number: 130-01715,  Artcarved Gossimer Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/artcarved-gossimer-engagement-ring,http://greenwich.blob.core.windows.net/media/images/d31599db99f443f091b7e6d5ef519116-178x178.png,http://greenwich.blob.core.windows.net/media/images/1e6f2b2893894cfd8871ee8e681a8e21-178x178.png,http://greenwich.blob.core.windows.net/media/images/2f9c931fb8174afdadf44f62bed0d137-178x178.png,White Gold,1,1,1,3
4653,1,15118,Very Good,3,VVS1,6,D,7,Round,Halo,Platinum,Greenwich Jewelers,  Artcarved Gossimer Engagement Ring ,Classically gorgeous with serene details this ring features a trio of round brilliant diamonds on either side of the main gem with satin-finish engraving on the band.    Currently available in 14k white gold with 0.20 total weight diamonds at a price of $1585.  Price does not include center diamond.    Artcarved engagement rings are also available by special order in 14k yellow gold 18k gold platinum and palladium.  All Artcarved rings come with a FOREVER Fit Warranty.     Item number: 130-01715,  Artcarved Gossimer Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/artcarved-gossimer-engagement-ring,http://greenwich.blob.core.windows.net/media/images/d31599db99f443f091b7e6d5ef519116-178x178.png,http://greenwich.blob.core.windows.net/media/images/1e6f2b2893894cfd8871ee8e681a8e21-178x178.png,http://greenwich.blob.core.windows.net/media/images/2f9c931fb8174afdadf44f62bed0d137-178x178.png,Platinum,1,1,1,3
4654,0.75,6399,Very Good,3,VVS1,6,D,7,Round,Halo,White Gold,Greenwich Jewelers,  Artcarved Gossimer Engagement Ring ,Classically gorgeous with serene details this ring features a trio of round brilliant diamonds on either side of the main gem with satin-finish engraving on the band.    Currently available in 14k white gold with 0.20 total weight diamonds at a price of $1585.  Price does not include center diamond.    Artcarved engagement rings are also available by special order in 14k yellow gold 18k gold platinum and palladium.  All Artcarved rings come with a FOREVER Fit Warranty.     Item number: 130-01715,  Artcarved Gossimer Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/artcarved-gossimer-engagement-ring,http://greenwich.blob.core.windows.net/media/images/d31599db99f443f091b7e6d5ef519116-178x178.png,http://greenwich.blob.core.windows.net/media/images/1e6f2b2893894cfd8871ee8e681a8e21-178x178.png,http://greenwich.blob.core.windows.net/media/images/2f9c931fb8174afdadf44f62bed0d137-178x178.png,White Gold,1,1,1,3
4655,0.75,7399,Very Good,3,VVS1,6,D,7,Round,Halo,Platinum,Greenwich Jewelers,  Artcarved Gossimer Engagement Ring ,Classically gorgeous with serene details this ring features a trio of round brilliant diamonds on either side of the main gem with satin-finish engraving on the band.    Currently available in 14k white gold with 0.20 total weight diamonds at a price of $1585.  Price does not include center diamond.    Artcarved engagement rings are also available by special order in 14k yellow gold 18k gold platinum and palladium.  All Artcarved rings come with a FOREVER Fit Warranty.     Item number: 130-01715,  Artcarved Gossimer Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/artcarved-gossimer-engagement-ring,http://greenwich.blob.core.windows.net/media/images/d31599db99f443f091b7e6d5ef519116-178x178.png,http://greenwich.blob.core.windows.net/media/images/1e6f2b2893894cfd8871ee8e681a8e21-178x178.png,http://greenwich.blob.core.windows.net/media/images/2f9c931fb8174afdadf44f62bed0d137-178x178.png,Platinum,1,1,1,3
