id,carat,price,cut,cut_nom,clarity,clarity_nom,color,color_nom,diamond_shape,ring_setting,ring_metal,metal_quality,merchant_title,ring_title,ring_description,prod_name_raw,mrch_id,product_url,image_url,image_url2,image_url3,votes,local_merchant_flag,priority_score,merchant_city
217,0.77,10596.33,Excellent,4,VVS1,6,F,5,ROUND,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,19,1,3,3
218,0.9,12915.23,Good,2,VVS2,5,E,6,ROUND,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,77,1,3,3
219,0.91,12981.28,Very Good,3,IF,7,F,5,ROUND,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,49,1,3,3
220,1.01,14983.05,Very Good,3,VVS2,5,F,5,ROUND,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,42,1,3,3
221,1.01,15067.74,Very Good,3,VVS2,5,F,5,ROUND,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,80,1,3,3
222,1.01,15067.74,Good,2,VVS2,5,F,5,ROUND,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,7,1,3,3
223,0.4,8912.06,Very Good,3,IF,7,F,5,ROUND,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,60,1,3,3
224,0.4,8912.06,Very Good,3,VVS2,5,D,7,ROUND,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,14,1,3,3
225,0.4,8994.75,Very Good,3,IF,7,F,5,ROUND,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,39,1,3,3
226,0.41,9117.75,Excellent,4,VVS1,6,E,6,ROUND,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,3,1,3,3
227,0.4,9118.78,Very Good,3,VVS1,6,E,6,ROUND,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,76,1,3,3
228,0.42,9125.5,Excellent,4,VVS2,5,D,7,ROUND,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,69,1,3,3
229,0.5,10121.35,Very Good,3,VVS2,5,D,7,ROUND,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,39,1,3,3
230,0.66,10195.34,Good,2,VVS2,5,F,5,ROUND,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,20,1,3,3
231,0.51,10321.56,Very Good,3,VVS1,6,E,6,ROUND,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,19,1,3,3
232,0.55,10417.25,Very Good,3,IF,7,F,5,ROUND,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,78,1,3,3
233,0.75,12238.77,Very Good,3,VVS2,5,E,6,ROUND,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,34,1,3,3
234,0.7,12610.02,Good,2,VVS1,6,D,7,ROUND,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,63,1,3,3
235,0.8,12657.11,Very Good,3,VVS1,6,E,6,ROUND,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,51,1,3,3
236,0.82,12692.52,Very Good,3,VVS1,6,E,6,ROUND,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,0,1,3,3
237,0.77,12817.48,Excellent,4,VVS1,6,F,5,ROUND,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,100,1,3,3
238,0.9,15136.38,Good,2,VVS2,5,E,6,ROUND,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,37,1,3,3
239,0.91,15202.43,Very Good,3,IF,7,F,5,ROUND,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,31,1,3,3
240,1.01,17204.2,Very Good,3,VVS2,5,F,5,ROUND,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,66,1,3,3
241,1.01,17288.89,Very Good,3,VVS2,5,F,5,ROUND,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,17,1,3,3
242,1.01,17288.89,Good,2,VVS2,5,F,5,ROUND,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,16,1,3,3
243,0.57,7162,Very Good,3,IF,7,E,6,PRINCESS,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,99,1,3,3
244,0.72,7516,Very Good,3,VVS1,6,I,2,PRINCESS,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,31,1,3,3
245,0.72,7870,Very Good,3,VVS2,5,G,4,PRINCESS,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,37,1,3,3
246,0.72,7922,Very Good,3,VVS2,5,H,3,PRINCESS,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,92,1,3,3
247,0.75,7959,Very Good,3,VVS2,5,H,3,PRINCESS,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,23,1,3,3
248,0.7,7980,Very Good,3,VVS2,5,H,3,PRINCESS,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,19,1,3,3
249,0.7,8099,Very Good,3,VVS1,6,F,5,PRINCESS,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,57,1,3,3
250,0.73,8402,Very Good,3,VVS1,6,H,3,PRINCESS,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,61,1,3,3
251,1,10025,Very Good,3,VVS2,5,I,2,PRINCESS,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,11,1,3,3
252,1.01,10370,Very Good,3,VVS2,5,G,4,PRINCESS,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,31,1,3,3
253,1,10494,Very Good,3,VVS2,5,G,4,PRINCESS,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,29,1,3,3
254,1,10966,Very Good,3,IF,7,H,3,PRINCESS,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,3,1,3,3
255,1.21,11335,Very Good,3,VVS2,5,H,3,PRINCESS,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,47,1,3,3
256,1.2,11458,Very Good,3,VVS2,5,H,3,PRINCESS,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,44,1,3,3
257,1.21,11546,Very Good,3,VVS2,5,H,3,PRINCESS,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,53,1,3,3
258,1.44,14805,Very Good,3,VVS2,5,H,3,PRINCESS,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,79,1,3,3
259,0.57,9383,Very Good,3,IF,7,E,6,PRINCESS,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,28,1,3,3
260,0.72,9737,Very Good,3,VVS1,6,I,2,PRINCESS,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,67,1,3,3
261,0.72,10091,Very Good,3,VVS2,5,G,4,PRINCESS,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,1,1,3,3
262,0.72,10143,Very Good,3,VVS2,5,H,3,PRINCESS,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,74,1,3,3
263,0.75,10180,Very Good,3,VVS2,5,H,3,PRINCESS,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,36,1,3,3
264,0.7,10201,Very Good,3,VVS2,5,H,3,PRINCESS,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,79,1,3,3
265,0.7,10320,Very Good,3,VVS1,6,F,5,PRINCESS,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,82,1,3,3
266,0.73,10623,Very Good,3,VVS1,6,H,3,PRINCESS,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,99,1,3,3
267,1,12246,Very Good,3,VVS2,5,I,2,PRINCESS,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,32,1,3,3
268,1.01,12591,Very Good,3,VVS2,5,G,4,PRINCESS,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,26,1,3,3
269,1,12715,Very Good,3,VVS2,5,G,4,PRINCESS,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,40,1,3,3
270,1,13188,Very Good,3,IF,7,H,3,PRINCESS,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,87,1,3,3
271,1.21,13557,Very Good,3,VVS2,5,H,3,PRINCESS,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,"Three stone channel set engagement ring that give you the floating look, the ring has 2 princess cut prong set and 24 round diamond channel set. All diamonds weighs 0.82 carat total weight, to fit the center of your choice.",Channel Set Three Stone Diamond Engagement Ring - Princess Cut Settings,7,,http://weddingbandscompany.com/images/products/detail/41633.jpg,,,84,1,3,3
